Replicate,UC1_AssignedTextUC,UC2_AssignedTextUC,UC3_AssignedTextUC,UC4_AssignedTextUC,UC5_AssignedTextUC,UC6_AssignedTextUC,UC7_AssignedTextUC,UC8_AssignedTextUC,UC9_AssignedTextUC,UC10_AssignedTextUC,UC11_AssignedTextUC,UC12_AssignedTextUC,UC13_AssignedTextUC,UC14_AssignedTextUC,UC15_AssignedTextUC,UC16_AssignedTextUC,UC17_AssignedTextUC,UC18_AssignedTextUC,UC19_AssignedTextUC,UC20_AssignedTextUC,UC21_AssignedTextUC
1234,19,12,3,5,6,10,16,9,20,13,17,8,18,21,2,14,7,1,11,15,4
1235,8,15,6,18,1,14,7,13,3,4,20,16,11,19,17,21,10,5,2,12,9
1236,20,10,17,4,5,7,3,6,15,9,19,11,2,21,18,14,1,16,13,12,8
1237,17,7,20,14,10,15,19,9,2,18,8,16,5,21,4,6,3,12,11,13,1
1238,2,6,10,7,18,12,15,17,21,14,19,11,8,3,13,20,9,16,5,4,1
1239,15,16,9,19,11,10,18,21,4,2,14,13,7,20,6,17,3,5,12,1,8
1240,12,9,5,18,2,4,10,19,3,17,14,7,15,6,11,13,8,20,16,1,21
1241,13,11,7,14,21,6,12,4,17,15,20,16,18,1,3,5,8,10,2,9,19
1242,17,9,10,16,7,12,5,6,13,4,11,8,1,14,21,20,19,15,18,2,3
1243,12,2,5,10,6,21,14,20,8,3,7,1,18,11,15,4,19,17,13,16,9
1244,6,1,13,16,19,20,4,8,21,3,18,2,7,15,5,12,11,9,17,14,10
1245,8,4,17,10,2,18,12,15,3,6,9,14,7,19,21,5,20,16,1,11,13
1246,4,8,9,2,14,5,21,19,11,12,10,18,16,1,20,15,7,17,13,3,6
1247,9,12,16,4,17,6,21,2,14,18,1,20,11,19,10,7,5,15,3,8,13
1248,6,7,10,11,1,2,14,4,8,16,9,3,17,15,5,12,13,20,19,18,21
1249,5,8,4,16,15,13,6,12,11,14,20,17,18,2,9,21,3,1,10,7,19
1250,21,10,13,15,7,11,5,8,1,2,4,19,6,18,20,3,14,9,12,17,16
1251,11,10,3,9,21,8,6,19,20,13,2,15,1,7,4,18,16,14,5,12,17
1252,7,12,20,13,3,21,2,8,16,10,15,19,5,1,18,9,6,14,11,17,4
1253,16,14,12,21,2,3,15,4,10,8,19,9,6,20,13,7,5,11,18,1,17
1254,8,3,21,15,4,12,14,18,10,6,16,7,17,19,5,13,9,20,1,2,11
1255,7,14,1,11,4,17,19,6,13,8,2,9,3,18,20,10,15,16,21,12,5
1256,2,12,13,17,6,7,19,5,18,16,20,3,21,1,4,14,10,8,9,11,15
1257,2,17,13,9,16,18,6,19,14,20,8,10,11,15,21,5,1,3,12,7,4
1258,16,8,1,7,19,15,9,5,12,2,13,10,21,14,18,11,3,20,4,17,6
1259,9,6,16,18,21,11,3,2,8,13,15,5,12,1,19,17,4,20,10,7,14
1260,1,20,19,11,2,8,3,14,12,16,17,21,5,10,9,6,7,15,18,4,13
1261,16,11,14,2,21,18,6,19,15,8,20,7,17,4,1,5,13,12,3,10,9
1262,7,20,2,12,9,17,10,1,16,15,8,11,6,21,13,14,4,18,3,19,5
1263,13,9,1,3,17,4,7,12,20,16,6,11,2,10,8,19,18,5,15,14,21
1264,21,14,2,1,19,7,5,11,12,10,3,16,13,4,8,6,20,9,18,17,15
1265,12,6,19,1,4,11,16,7,20,8,15,10,14,3,21,2,18,13,9,17,5
1266,14,5,13,9,20,16,10,4,21,19,15,17,18,2,12,6,11,1,7,8,3
1267,21,19,13,14,11,17,6,2,8,12,20,10,9,3,5,15,1,4,16,7,18
1268,7,2,8,17,21,1,11,9,12,20,14,16,10,4,13,6,19,18,3,15,5
1269,2,9,1,3,4,13,6,20,18,5,17,15,8,12,11,19,21,10,16,14,7
1270,21,10,12,16,18,17,5,2,13,9,14,20,1,19,4,6,11,7,15,3,8
1271,7,3,14,19,2,15,17,20,16,1,13,6,18,8,5,11,4,10,9,21,12
1272,15,19,21,20,2,16,8,4,12,11,5,9,14,17,10,6,3,13,1,18,7
1273,16,4,2,1,19,10,3,9,8,11,21,5,12,15,7,17,18,20,6,13,14
1274,20,21,3,6,16,18,8,5,13,10,17,7,11,9,2,15,19,14,4,12,1
1275,12,21,2,5,1,9,16,4,6,3,18,7,17,20,10,8,19,13,11,14,15
1276,1,16,17,5,14,8,13,21,3,18,4,6,15,7,9,19,12,11,2,20,10
1277,1,13,12,7,4,17,18,20,21,14,9,11,5,19,16,8,15,2,6,10,3
1278,10,15,6,2,8,16,20,7,14,17,1,9,3,11,18,5,13,12,21,4,19
1279,9,20,1,11,6,3,5,4,17,21,18,19,2,8,10,7,15,12,13,16,14
1280,8,14,12,6,4,16,1,15,11,18,9,13,10,21,5,3,7,2,20,17,19
1281,12,9,15,3,21,13,2,20,6,1,17,10,7,16,19,8,5,14,18,4,11
1282,20,5,19,10,11,9,14,6,21,16,4,13,3,2,15,8,7,1,12,17,18
1283,7,4,6,2,18,9,3,15,12,1,10,16,11,19,14,8,13,17,20,5,21
1284,17,3,4,7,14,6,5,15,12,1,13,19,10,9,11,21,18,16,2,8,20
1285,18,13,15,7,8,19,2,6,4,17,16,3,21,14,12,10,20,11,9,5,1
1286,21,18,7,13,19,1,16,11,6,14,20,3,5,12,10,17,15,4,9,2,8
1287,3,12,10,17,5,14,16,21,8,7,6,18,19,2,11,13,4,20,9,1,15
1288,3,21,2,8,11,7,4,5,15,1,10,16,18,17,20,6,12,9,19,14,13
1289,18,9,20,1,6,8,7,2,13,11,12,21,16,19,10,4,14,15,3,5,17
1290,14,4,20,18,9,3,1,12,17,21,11,8,2,19,6,7,10,13,16,15,5
1291,16,7,17,3,15,1,8,12,19,20,18,21,10,9,5,13,11,6,4,2,14
1292,5,3,10,20,14,12,1,15,21,11,6,13,18,17,4,16,2,9,8,7,19
1293,18,8,17,13,7,16,1,20,4,10,5,9,19,21,15,2,3,11,6,14,12
1294,21,11,20,8,15,16,9,2,19,14,6,17,12,1,10,4,13,5,7,18,3
1295,14,20,16,21,13,2,5,7,8,9,17,15,11,1,4,6,18,19,12,3,10
1296,16,2,20,11,17,21,18,12,9,1,8,14,3,10,6,13,7,15,4,19,5
1297,19,9,21,1,5,7,4,12,13,14,10,8,15,2,16,3,20,11,18,17,6
1298,17,4,5,21,20,13,1,18,10,7,15,11,2,19,3,16,6,9,8,14,12
1299,20,3,8,1,11,17,21,19,4,12,10,14,5,9,18,16,13,7,15,6,2
1300,20,2,15,11,10,3,6,9,8,16,17,5,4,18,1,21,14,19,7,13,12
1301,8,3,19,18,14,17,4,15,5,12,16,7,11,1,6,2,9,13,10,21,20
1302,6,14,7,11,8,4,1,16,3,15,12,18,5,10,2,13,20,19,9,17,21
1303,21,20,1,19,16,13,4,5,2,14,8,11,12,9,6,15,3,17,10,18,7
1304,19,18,16,8,6,9,15,17,7,11,12,1,21,14,4,5,13,2,20,10,3
1305,4,18,11,19,9,16,14,7,6,1,21,2,20,12,3,13,5,8,17,10,15
1306,21,9,6,7,3,16,1,13,11,14,15,17,10,4,5,2,18,20,8,12,19
1307,3,8,18,10,13,20,2,4,6,1,14,16,9,12,21,15,5,7,11,17,19
1308,9,3,19,14,1,20,15,13,17,21,6,10,5,16,2,11,4,7,18,8,12
1309,5,1,14,6,8,20,2,19,11,21,18,7,9,4,12,16,17,13,10,15,3
1310,12,6,13,18,17,5,9,20,21,14,3,7,8,2,4,10,16,11,19,15,1
1311,16,21,13,7,4,10,3,19,18,14,9,1,12,15,6,5,8,11,17,2,20
1312,8,4,2,15,11,21,14,20,16,1,12,5,17,10,9,19,18,3,13,6,7
1313,16,20,5,6,21,13,17,9,7,19,14,11,8,1,4,10,18,12,3,2,15
1314,15,12,21,5,16,4,10,1,6,11,18,14,8,17,20,3,2,9,7,19,13
1315,1,3,13,2,9,10,5,17,20,12,15,21,14,7,6,16,8,19,4,11,18
1316,14,4,1,20,11,13,15,12,9,21,16,6,18,17,3,7,5,2,19,8,10
1317,12,13,7,11,4,8,20,3,17,18,21,14,1,2,5,19,15,6,9,10,16
1318,8,17,19,1,18,13,11,20,15,10,9,5,7,3,12,4,2,6,21,16,14
1319,11,14,3,20,16,19,13,8,2,10,4,15,5,6,17,21,12,1,18,7,9
1320,19,6,3,18,4,1,12,13,20,9,7,14,21,10,15,8,2,11,17,16,5
1321,6,7,14,17,20,1,3,21,11,2,4,19,15,5,8,12,13,16,9,18,10
1322,3,11,6,5,16,10,12,8,2,21,4,18,13,7,9,14,1,15,20,17,19
1323,6,12,11,3,17,21,9,7,8,5,19,18,16,4,15,14,1,20,10,2,13
1324,16,19,9,21,6,7,12,13,15,17,10,4,3,18,5,11,20,2,14,8,1
1325,13,11,4,21,7,9,18,2,10,20,6,3,12,15,19,5,8,17,14,16,1
1326,18,4,1,9,12,14,15,8,16,13,10,7,3,11,2,20,21,6,5,19,17
1327,18,11,6,12,1,21,5,14,20,15,16,8,17,3,10,7,9,2,4,13,19
1328,21,6,5,11,19,17,10,8,20,3,18,2,13,15,14,7,9,16,12,4,1
1329,6,3,18,16,12,14,20,21,13,1,2,8,7,9,11,19,5,17,4,10,15
1330,10,3,19,9,17,2,21,18,7,1,4,20,15,16,5,13,12,6,11,8,14
1331,17,11,21,19,4,14,16,6,12,3,15,1,7,20,9,8,5,18,10,2,13
1332,9,19,5,14,21,15,4,11,1,10,13,2,20,18,3,8,6,16,7,17,12
1333,16,4,19,9,8,21,6,1,3,11,7,18,5,20,10,12,15,14,17,13,2
1334,15,6,2,5,17,13,19,14,8,3,7,9,18,10,16,21,1,12,4,20,11
1335,18,7,6,21,17,9,1,4,3,12,15,11,5,10,14,2,13,20,16,19,8
1336,13,12,9,7,20,14,10,5,19,2,18,1,16,11,21,15,3,17,8,4,6
1337,14,5,16,11,2,7,1,19,12,8,17,20,21,9,15,10,3,6,18,4,13
1338,5,13,10,20,4,14,9,19,8,18,12,11,21,6,1,3,2,15,17,16,7
1339,17,19,1,3,21,9,4,20,14,16,6,15,10,8,5,2,11,13,12,18,7
1340,19,17,1,15,6,12,3,8,13,4,11,10,7,21,16,9,20,18,14,5,2
1341,13,20,9,19,17,15,10,11,4,2,21,3,12,14,16,6,8,5,18,1,7
1342,5,13,18,1,4,21,7,19,16,8,20,2,17,3,10,9,11,15,14,6,12
1343,19,13,17,3,4,5,8,10,9,20,16,7,15,1,12,6,2,18,21,11,14
1344,12,2,6,11,14,21,19,3,4,8,1,13,18,16,20,5,17,15,9,10,7
1345,7,3,1,18,2,11,16,19,8,12,9,20,4,17,15,21,13,14,6,5,10
1346,17,14,12,21,1,11,6,15,8,19,10,7,20,3,18,4,13,5,16,2,9
1347,18,16,14,11,4,21,3,19,15,12,1,10,7,17,20,13,6,5,8,9,2
1348,6,11,12,9,18,2,21,17,20,1,8,3,5,10,15,7,16,14,19,13,4
1349,1,20,21,6,5,3,11,8,7,10,13,16,14,2,18,9,12,17,4,15,19
1350,10,17,4,9,7,6,20,16,14,1,5,21,11,2,3,8,12,13,19,15,18
1351,16,6,11,20,21,4,8,10,7,17,2,3,1,18,15,13,5,9,14,12,19
1352,19,4,1,13,3,2,12,17,21,10,9,6,18,16,15,5,8,11,20,14,7
1353,6,19,9,7,20,4,17,10,5,14,13,1,8,15,21,12,3,11,16,2,18
1354,7,18,14,17,11,9,8,20,13,19,5,1,15,4,6,3,10,12,21,2,16
1355,3,19,4,12,7,18,14,17,11,8,5,16,9,10,6,2,20,21,15,1,13
1356,10,18,19,20,15,6,8,12,11,2,4,1,14,7,5,13,16,17,21,3,9
1357,17,9,15,12,18,5,11,8,16,4,3,10,1,6,21,2,13,19,14,20,7
1358,12,17,5,11,10,15,6,16,18,2,19,13,14,21,7,9,1,8,20,3,4
1359,7,12,9,4,19,20,15,18,14,8,3,6,5,1,13,21,16,10,2,11,17
1360,12,20,15,3,1,18,6,5,8,17,21,10,13,2,11,14,16,7,19,9,4
1361,17,2,9,15,10,6,7,19,21,18,8,16,5,11,20,12,1,14,3,13,4
1362,2,7,5,20,15,9,16,21,8,1,13,3,14,11,4,19,6,18,17,12,10
1363,12,2,20,19,21,4,9,10,3,1,15,13,14,7,8,11,16,5,17,18,6
1364,12,3,17,16,14,8,11,10,18,2,20,7,1,15,21,4,6,13,19,5,9
1365,9,14,7,3,4,11,1,15,5,20,10,19,18,17,6,2,13,16,8,12,21
1366,10,4,8,11,21,19,3,15,2,16,9,5,17,1,13,20,7,14,12,18,6
1367,12,1,21,3,2,20,6,5,18,9,17,13,19,7,14,8,4,16,10,15,11
1368,10,4,3,6,8,15,14,11,17,7,16,20,13,19,12,5,2,1,21,9,18
1369,20,5,18,4,7,12,2,6,8,14,15,21,10,16,11,9,13,19,1,17,3
1370,21,9,16,12,10,4,5,6,2,8,3,17,18,15,19,13,14,20,11,7,1
1371,13,2,9,16,5,19,18,10,17,1,20,12,6,7,8,21,4,3,11,14,15
1372,8,13,5,18,14,11,16,6,7,15,21,10,19,1,17,3,4,9,2,12,20
1373,18,7,9,12,11,4,14,17,6,13,16,20,19,2,1,10,5,3,21,15,8
1374,21,15,7,3,6,13,16,1,18,20,4,14,17,12,2,19,5,11,8,10,9
1375,4,15,8,2,21,19,18,13,12,9,20,3,10,6,7,14,16,17,1,11,5
1376,11,6,16,18,20,13,3,7,17,5,8,9,21,4,15,2,10,12,19,14,1
1377,18,16,4,3,19,21,10,15,9,1,11,7,14,6,5,12,20,17,8,13,2
1378,21,19,13,15,2,16,12,8,4,6,3,9,14,10,11,17,5,7,18,1,20
1379,10,5,8,17,13,20,15,7,11,19,6,3,9,1,18,16,2,14,12,21,4
1380,15,7,20,17,10,19,6,3,14,9,12,11,21,5,4,8,18,1,2,16,13
1381,21,6,4,8,18,3,2,10,20,11,17,13,1,5,16,19,15,14,12,9,7
1382,10,13,12,18,20,2,4,5,11,21,16,14,3,9,1,6,17,8,15,7,19
1383,1,18,7,4,8,16,14,21,19,15,9,5,17,12,6,10,2,13,3,11,20
1384,3,12,10,13,16,15,5,14,9,20,7,8,17,19,4,1,11,18,21,6,2
1385,10,20,16,5,6,17,15,4,21,13,14,19,18,9,8,11,12,2,3,7,1
1386,8,6,18,4,12,1,17,11,16,19,13,3,15,20,21,2,5,7,10,14,9
1387,2,19,3,14,17,9,16,20,6,18,8,10,7,4,11,15,1,13,5,21,12
1388,10,12,18,13,5,8,2,16,19,15,3,9,6,20,17,7,14,11,4,1,21
1389,13,7,8,19,3,4,14,18,9,5,10,20,11,12,2,17,1,15,21,6,16
1390,16,1,6,13,14,4,7,12,15,3,10,19,9,20,21,8,5,18,11,17,2
1391,9,6,14,11,21,3,18,1,4,12,20,16,2,19,13,7,15,8,5,17,10
1392,6,17,11,16,3,19,20,14,10,21,12,8,13,18,15,1,7,2,5,4,9
1393,2,17,3,18,19,14,10,11,1,12,15,20,6,4,8,7,16,13,9,21,5
1394,11,16,18,2,17,4,1,20,21,19,3,8,9,6,12,5,13,15,7,10,14
1395,8,20,3,12,7,21,17,10,6,14,16,9,13,11,18,19,1,5,15,2,4
1396,15,5,4,2,10,7,9,17,16,8,11,18,1,13,12,3,19,14,6,20,21
1397,14,20,16,4,9,19,10,5,1,21,7,11,8,15,6,18,3,2,17,13,12
1398,6,8,3,7,11,16,13,4,17,19,15,5,2,14,9,10,1,12,20,18,21
1399,9,14,21,17,12,15,11,4,2,5,16,3,1,19,6,13,10,18,7,20,8
1400,3,12,17,10,20,2,6,16,11,1,19,9,8,14,4,7,15,5,13,18,21
1401,1,17,13,18,12,4,14,10,7,21,3,8,20,9,5,11,15,6,2,16,19
1402,6,18,1,11,17,4,10,9,20,2,15,5,7,14,3,16,19,21,8,13,12
1403,2,18,20,15,5,4,10,13,14,8,12,19,3,9,16,6,17,11,7,1,21
1404,11,4,5,6,1,9,3,12,2,7,8,16,21,18,10,15,14,19,20,17,13
1405,12,21,9,17,14,6,1,18,4,20,7,2,5,16,8,15,10,19,11,13,3
1406,8,11,21,12,18,17,6,20,14,3,1,7,15,5,19,13,2,4,9,10,16
1407,15,4,17,1,12,14,2,8,5,3,11,21,18,13,6,20,9,7,10,16,19
1408,11,15,20,8,7,17,13,2,21,14,6,9,18,19,3,16,10,5,1,12,4
1409,18,8,5,19,13,4,7,17,3,15,11,16,21,9,6,1,14,20,2,12,10
1410,1,19,2,4,3,6,8,11,12,16,14,5,17,13,18,21,9,10,7,20,15
1411,13,9,20,21,5,2,4,3,15,8,19,10,16,11,7,1,17,14,6,12,18
1412,10,14,8,16,6,5,13,21,15,19,18,7,11,17,4,20,1,9,12,2,3
1413,14,6,11,1,10,8,15,12,3,20,16,4,17,13,21,7,18,19,2,5,9
1414,19,14,3,21,15,17,7,20,11,10,18,1,9,8,2,13,16,5,12,4,6
1415,14,17,9,19,10,5,8,18,1,15,16,20,6,7,11,12,3,2,13,4,21
1416,18,20,10,12,6,14,5,9,21,7,17,2,11,1,19,15,4,16,8,13,3
1417,4,11,21,13,5,8,7,10,9,18,19,2,14,12,20,16,15,17,6,3,1
1418,10,3,11,19,16,2,17,5,7,20,14,12,15,1,13,18,4,21,9,8,6
1419,20,16,2,12,11,3,5,6,10,9,17,19,7,4,15,21,1,18,8,14,13
1420,17,8,7,12,16,1,11,10,20,4,3,18,5,19,14,13,2,9,6,15,21
1421,8,18,1,13,10,9,4,14,3,20,2,16,11,5,6,7,19,21,17,12,15
1422,3,9,14,5,16,10,17,6,21,7,11,4,2,1,20,8,12,19,15,18,13
1423,7,17,3,8,12,4,18,9,20,11,16,2,5,10,1,14,13,15,19,6,21
1424,10,21,2,12,14,11,6,15,9,13,3,18,8,17,7,4,16,20,5,1,19
1425,3,8,4,20,13,14,10,9,7,2,19,15,12,1,5,17,11,6,21,16,18
1426,2,5,16,3,21,1,8,15,11,20,19,12,18,9,4,7,17,13,10,14,6
1427,16,19,12,4,5,21,13,7,11,6,18,20,17,10,3,8,15,2,14,1,9
1428,14,3,12,20,10,18,15,2,6,7,16,8,9,4,11,17,19,1,13,5,21
1429,10,6,5,20,7,15,18,2,17,16,11,19,8,3,4,14,9,21,12,1,13
1430,15,14,2,13,6,18,17,11,20,9,10,16,21,4,12,7,1,19,5,8,3
1431,2,17,13,16,18,10,9,3,14,20,4,8,15,5,19,6,21,1,12,11,7
1432,1,3,18,2,19,12,16,4,8,5,9,6,17,13,15,21,7,11,20,10,14
1433,2,14,9,21,19,6,10,4,15,8,20,7,11,3,5,13,12,18,1,17,16
1434,15,7,21,5,18,8,2,3,13,19,20,9,12,17,11,6,4,14,1,10,16
1435,16,15,8,7,4,9,3,19,21,11,6,5,12,20,1,2,10,14,18,13,17
1436,17,14,12,16,21,4,1,3,20,13,2,15,8,11,9,18,6,7,5,10,19
1437,9,19,12,8,21,7,15,10,2,4,3,16,1,11,20,17,18,6,13,5,14
1438,7,15,8,13,11,20,9,16,6,18,1,2,3,5,17,4,10,12,19,14,21
1439,4,3,13,7,1,6,5,17,19,15,8,16,14,2,12,18,11,21,9,20,10
1440,4,20,7,18,2,12,13,14,10,6,1,19,3,8,17,5,11,15,16,9,21
1441,12,14,20,10,4,16,17,11,6,13,8,21,15,3,18,9,19,5,2,7,1
1442,17,7,5,18,21,11,13,3,2,12,1,8,14,19,16,4,9,15,20,10,6
1443,9,16,20,6,2,15,3,5,13,8,19,7,1,12,14,4,10,11,18,17,21
1444,21,9,11,3,16,13,14,7,12,18,8,17,19,2,20,15,4,10,6,1,5
1445,12,3,1,11,2,13,14,17,9,16,5,8,10,21,15,6,7,20,19,4,18
1446,14,16,18,13,19,1,3,12,20,6,21,4,2,8,10,15,11,9,7,5,17
1447,13,7,11,21,1,12,9,14,20,15,3,4,5,10,6,19,2,18,16,17,8
1448,12,3,11,20,7,5,6,21,2,18,1,17,14,15,19,4,8,9,13,16,10
1449,18,2,15,9,12,14,21,5,7,8,17,4,11,13,3,6,20,1,16,10,19
1450,4,12,16,21,2,11,8,3,14,20,10,9,18,7,17,1,6,19,15,5,13
1451,8,1,21,11,18,6,7,3,20,13,4,12,14,16,17,5,10,19,9,15,2
1452,12,1,9,11,15,13,16,14,19,17,3,21,2,8,20,4,7,10,18,5,6
1453,10,9,16,17,8,7,5,18,14,1,3,15,6,12,13,4,11,2,20,19,21
1454,5,17,12,21,6,3,8,7,13,11,15,10,19,4,20,1,9,18,2,14,16
1455,15,14,6,11,20,10,7,18,12,16,21,4,9,17,5,19,13,2,1,3,8
1456,8,17,14,12,9,7,5,20,6,15,21,3,1,2,13,18,10,11,16,19,4
1457,6,9,2,5,17,19,20,18,13,16,4,10,7,11,12,14,15,8,1,3,21
1458,15,12,13,11,1,7,10,18,14,8,17,5,6,21,4,3,19,2,20,16,9
1459,18,21,5,2,12,9,8,17,3,6,7,14,20,11,4,15,10,19,16,1,13
1460,15,11,1,17,8,19,5,7,2,14,20,12,13,6,21,16,10,18,3,4,9
1461,6,5,9,3,21,18,20,8,17,4,7,10,14,2,1,12,19,11,16,15,13
1462,17,14,13,7,9,10,5,15,21,3,19,4,8,16,11,2,20,12,18,1,6
1463,19,21,15,1,2,5,6,7,4,3,17,13,12,11,14,18,10,9,16,20,8
1464,16,1,8,4,19,11,20,5,12,9,13,17,7,3,15,18,10,21,2,6,14
1465,17,4,11,6,20,8,21,5,3,2,15,18,9,12,14,13,19,7,1,10,16
1466,9,21,2,18,4,15,6,8,7,20,14,5,1,19,17,12,3,16,10,13,11
1467,2,20,17,16,12,11,10,8,5,6,1,19,4,21,3,13,14,18,15,9,7
1468,7,14,8,2,20,9,15,6,13,1,21,4,12,5,19,10,3,16,18,11,17
1469,6,9,14,17,13,3,7,2,8,10,15,16,12,5,19,11,1,18,20,4,21
1470,14,19,13,9,21,5,1,15,17,16,7,12,8,6,11,18,4,3,10,20,2
1471,9,20,2,7,11,1,6,3,14,17,4,5,18,21,8,10,19,15,16,13,12
1472,19,12,8,11,7,20,9,4,1,18,6,10,2,3,21,13,14,16,5,15,17
1473,14,9,6,12,20,3,2,18,17,19,1,7,10,16,8,13,4,15,11,21,5
1474,16,10,11,20,13,18,15,7,21,12,4,8,6,17,14,19,5,2,3,1,9
1475,7,9,13,11,18,16,20,21,6,4,14,3,15,12,19,5,1,8,10,2,17
1476,5,3,4,10,9,18,1,7,12,19,21,16,20,2,8,14,13,17,15,6,11
1477,5,21,3,12,18,8,13,14,10,9,2,17,19,1,7,11,20,16,4,6,15
1478,21,1,16,15,5,4,3,9,11,10,8,19,20,12,14,13,17,2,7,6,18
1479,8,5,17,2,13,11,1,10,6,14,20,3,4,12,18,9,19,15,7,21,16
1480,6,20,19,5,16,4,14,11,2,21,8,13,12,3,15,18,1,7,9,10,17
1481,16,2,21,18,3,5,15,20,6,9,17,14,12,4,19,10,13,11,1,7,8
1482,4,5,21,11,2,1,16,3,8,17,6,9,13,18,14,15,7,10,20,19,12
1483,3,12,10,11,21,20,13,15,7,8,18,1,9,6,19,14,16,17,5,2,4
1484,13,20,12,6,1,4,17,16,2,5,9,7,3,19,21,11,8,10,14,18,15
1485,2,10,12,16,8,17,19,7,5,1,20,13,18,9,14,3,6,4,15,11,21
1486,2,14,11,4,17,1,20,6,21,8,19,16,12,15,7,18,13,10,3,9,5
1487,12,17,10,21,5,18,3,14,4,16,13,1,20,6,19,11,9,7,15,8,2
1488,3,17,5,14,16,21,1,7,8,18,19,9,11,13,2,10,20,6,12,4,15
1489,3,12,15,21,2,16,5,1,19,20,9,18,10,14,17,6,7,11,13,8,4
1490,11,10,6,13,21,12,18,5,14,4,7,15,2,20,1,9,3,19,8,16,17
1491,17,5,11,19,15,18,3,21,1,9,7,8,6,20,4,10,12,14,2,16,13
1492,18,5,3,10,14,11,2,21,13,1,19,16,6,17,12,8,7,9,20,15,4
1493,5,11,10,18,15,4,2,1,19,20,17,3,13,14,12,6,8,9,16,7,21
1494,8,16,10,6,11,21,5,7,14,12,13,19,1,4,18,9,17,20,15,3,2
1495,9,21,18,11,6,15,4,5,20,13,17,19,14,12,3,16,7,1,2,8,10
1496,20,5,16,18,4,13,11,10,6,12,2,1,9,8,3,17,15,7,19,21,14
1497,2,15,18,5,20,19,13,1,17,7,12,11,6,4,9,14,8,10,3,16,21
1498,9,7,10,3,11,19,13,20,6,17,16,5,12,2,8,1,4,21,18,14,15
1499,13,12,16,15,14,8,17,2,5,21,3,7,1,18,19,6,20,10,9,11,4
1500,4,18,20,2,9,3,10,14,8,11,5,15,7,19,6,13,16,1,17,21,12
1501,11,7,9,17,2,6,21,4,13,15,19,1,20,8,12,14,18,10,3,16,5
1502,19,12,21,2,3,18,16,14,11,9,8,13,17,5,15,4,7,10,6,1,20
1503,14,19,15,16,13,3,21,9,20,1,7,4,6,18,8,11,10,5,12,17,2
1504,5,21,11,8,20,6,7,19,9,16,18,2,10,17,13,3,12,1,15,4,14
1505,16,14,21,15,7,11,6,10,17,20,18,2,1,19,5,4,12,13,8,3,9
1506,17,8,9,7,10,16,6,13,21,19,1,2,5,20,3,14,12,18,11,15,4
1507,10,15,17,6,19,7,8,9,1,14,2,18,12,21,11,3,20,5,16,13,4
1508,16,7,10,3,18,9,1,20,14,17,4,11,19,2,21,12,15,5,8,13,6
1509,19,13,7,5,8,9,11,1,16,15,2,20,12,10,18,6,17,4,21,3,14
1510,14,15,1,20,19,11,5,9,10,18,8,17,6,16,7,13,2,12,21,3,4
1511,4,14,16,17,1,19,5,8,18,13,2,9,15,10,11,7,6,20,3,21,12
1512,10,1,12,6,20,9,15,14,16,17,3,11,5,7,4,19,18,21,8,13,2
1513,8,3,5,16,12,4,13,14,18,6,10,19,21,11,17,20,9,1,15,7,2
1514,17,6,16,9,8,14,12,20,21,2,3,11,15,5,10,18,1,4,7,19,13
1515,8,14,6,15,18,13,16,1,11,19,5,10,7,3,21,12,17,9,4,2,20
1516,16,14,11,13,7,9,15,20,8,3,6,4,21,2,5,1,18,17,19,12,10
1517,4,11,10,18,21,1,15,8,20,17,2,12,5,9,14,6,3,16,19,7,13
1518,11,21,15,5,14,7,12,4,19,9,3,2,18,1,16,8,13,6,17,10,20
1519,16,1,17,2,11,18,12,13,6,9,14,7,20,4,19,10,8,15,5,3,21
1520,13,21,7,4,11,5,8,14,18,17,20,1,3,19,6,12,15,16,2,9,10
1521,10,5,1,14,9,15,11,20,2,17,19,8,13,18,21,3,12,4,6,16,7
1522,17,6,13,16,1,3,7,9,11,10,18,8,15,20,4,12,21,2,14,5,19
1523,17,3,14,5,19,18,16,13,21,15,9,12,11,2,10,7,1,8,20,6,4
1524,7,12,11,20,15,3,18,16,1,21,8,14,13,9,5,19,17,6,10,2,4
1525,19,20,4,14,17,10,13,11,16,9,2,12,5,6,1,21,8,18,15,3,7
1526,2,4,13,5,12,1,18,10,20,14,6,9,16,15,17,21,3,19,7,8,11
1527,13,4,10,15,11,9,16,3,5,21,17,19,7,8,6,20,12,1,2,14,18
1528,20,14,15,9,2,4,21,19,13,7,6,10,17,1,12,8,3,16,5,18,11
1529,19,12,2,6,4,13,5,10,9,11,21,14,8,3,7,18,15,17,1,16,20
1530,2,10,15,20,5,9,7,6,18,8,14,12,4,1,3,21,13,16,19,11,17
1531,20,17,13,6,3,11,14,4,21,12,5,15,9,19,7,2,16,18,1,10,8
1532,4,18,15,11,3,5,6,1,19,14,12,17,2,8,7,20,21,9,10,16,13
1533,4,8,20,16,18,6,15,17,14,2,3,9,19,13,10,11,21,12,7,5,1
1534,19,3,10,4,5,13,9,18,15,16,20,7,17,8,1,11,12,14,6,21,2
1535,20,4,13,10,19,7,15,9,8,11,14,17,16,5,1,3,18,12,6,2,21
1536,2,6,9,12,1,10,21,11,7,19,14,8,17,16,20,18,15,5,3,13,4
1537,14,7,17,13,6,12,11,16,21,9,4,3,19,5,15,2,1,10,8,20,18
