QueryID,Model,Run,File,ClassRaw,ClassCanonical,MethodName,Signature,DeclaredUC,CollapsedSourceRows,FirstSourceRow,QueryText
Q000124,ChatGPT-4o,4,ChatGPT-4o_run4.json,RoleManager,RoleManager,updateUserRole,"+ updateUserRole (userId : UUID, newRole : UserRole) : ValidationResult",21,1,130,Class: Role Manager. Method: update User Role. Signature: update User Role user Id UUID new Role User Role Validation Result.
Q000125,ChatGPT-4o,4,ChatGPT-4o_run4.json,SearchFilter,SearchFilter,filterProducts,+ filterProducts () : List<Product>,14,1,131,Class: Search Filter. Method: filter Products. Signature: filter Products List Product.
Q000126,ChatGPT-4o,4,ChatGPT-4o_run4.json,ServiceProvider,ServiceProvider,updateProviderProfile,"+ updateProviderProfile (companyName : String, profile : UserProfile) : ValidationResult",19,1,132,Class: Service Provider. Method: update Provider Profile. Signature: update Provider Profile company Name String profile User Profile Validation Result.
Q000127,ChatGPT-4o,4,ChatGPT-4o_run4.json,ServiceRequest,ServiceRequest,cancelRequest,+ cancelRequest (by : UserProfile),12,1,133,Class: Service Request. Method: cancel Request. Signature: cancel Request by User Profile.
Q000128,ChatGPT-4o,4,ChatGPT-4o_run4.json,TransportRequest,TransportRequest,acceptRequest,"+ acceptRequest (provider : ServiceProvider, scheduledTime : TimeRange)",9,1,134,Class: Transport Request. Method: accept Request. Signature: accept Request provider Service Provider scheduled Time Time Range.
Q000129,ChatGPT-4o,4,ChatGPT-4o_run4.json,TransportRequest,TransportRequest,markCompleted,+ markCompleted (),9,1,135,Class: Transport Request. Method: mark Completed. Signature: mark Completed.
Q000130,ChatGPT-4o,4,ChatGPT-4o_run4.json,TransportRequest,TransportRequest,submitTransportRequest,"+ submitTransportRequest (requester : UserProfile, scheduledTime : TimeRange, routePlan : RoutePlan, quantity : Integer, categories : ProductCategory[]) : ValidationResult",6,1,136,Class: Transport Request. Method: submit Transport Request. Signature: submit Transport Request requester User Profile scheduled Time Time Range route Plan Route Plan quantity Integer categories Product Category Validation Result.
Q000131,ChatGPT-4o,4,ChatGPT-4o_run4.json,UserAccount,UserAccount,activateAccount,+ activateAccount (),1,1,137,Class: User Account. Method: activate Account. Signature: activate Account.
Q000132,ChatGPT-4o,4,ChatGPT-4o_run4.json,UserAccount,UserAccount,deactivateAccount,+ deactivateAccount (reason : String),15,1,138,Class: User Account. Method: deactivate Account. Signature: deactivate Account reason String.
Q000133,ChatGPT-4o,4,ChatGPT-4o_run4.json,UserAccount,UserAccount,lockAccount,+ lockAccount (),2,1,139,Class: User Account. Method: lock Account. Signature: lock Account.
Q000134,ChatGPT-4o,4,ChatGPT-4o_run4.json,UserAccount,UserAccount,recordLoginTimestamp,+ recordLoginTimestamp (),2,1,140,Class: User Account. Method: record Login Timestamp. Signature: record Login Timestamp.
Q000135,ChatGPT-4o,4,ChatGPT-4o_run4.json,UserAccount,UserAccount,registerAccount,"+ registerAccount (email : String, password : String) : ValidationResult",1,1,141,Class: User Account. Method: register Account. Signature: register Account email String password String Validation Result.
Q000136,ChatGPT-4o,4,ChatGPT-4o_run4.json,UserCredentials,UserCredentials,generateResetToken,+ generateResetToken () : String,3,1,142,Class: User Credentials. Method: generate Reset Token. Signature: generate Reset Token String.
Q000137,ChatGPT-4o,4,ChatGPT-4o_run4.json,UserCredentials,UserCredentials,resetPassword,+ resetPassword (newPassword : String) : ValidationResult,3,1,143,Class: User Credentials. Method: reset Password. Signature: reset Password new Password String Validation Result.
Q000138,ChatGPT-4o,4,ChatGPT-4o_run4.json,UserCredentials,UserCredentials,validateCredentials,"+ validateCredentials (email : String, password : String) : ValidationResult",2,1,144,Class: User Credentials. Method: validate Credentials. Signature: validate Credentials email String password String Validation Result.
Q000139,ChatGPT-4o,4,ChatGPT-4o_run4.json,UserCredentials,UserCredentials,validateResetToken,+ validateResetToken (token : String) : Boolean,3,1,145,Class: User Credentials. Method: validate Reset Token. Signature: validate Reset Token token String Boolean.
Q000140,ChatGPT-4o,4,ChatGPT-4o_run4.json,UserProfile,UserProfile,updateProfileInfo,"+ updateProfileInfo (name : String, phoneNumber : String, address : Address) : ValidationResult",4,1,146,Class: User Profile. Method: update Profile Info. Signature: update Profile Info name String phone Number String address Address Validation Result.
Q000141,ChatGPT-4o,4,ChatGPT-4o_run4.json,UserProfile,UserProfile,verifyEmail,+ verifyEmail (),1,1,147,Class: User Profile. Method: verify Email. Signature: verify Email.
Q000142,ChatGPT-4o,4,ChatGPT-4o_run4.json,WasteJourney,WasteJourney,trackByCode,+ trackByCode (code : String) : WasteJourney,10,1,148,Class: Waste Journey. Method: track By Code. Signature: track By Code code String Waste Journey.
Q000143,ChatGPT-4o,5,ChatGPT-4o_run5.json,CollectionPoint,CollectionPoint,createLocation,"+ createLocation (name : String, facilityType : String, address : String, operatingHours : String)",20,1,149,Class: Collection Point. Method: create Location. Signature: create Location name String facility Type String address String operating Hours String.
Q000144,ChatGPT-4o,5,ChatGPT-4o_run5.json,CollectionPoint,CollectionPoint,deactivateLocation,+ deactivateLocation (),20,1,150,Class: Collection Point. Method: deactivate Location. Signature: deactivate Location.
Q000145,ChatGPT-4o,5,ChatGPT-4o_run5.json,CollectionPoint,CollectionPoint,updateLocation,"+ updateLocation (name : String, facilityType : String, address : String, operatingHours : String)",20,1,151,Class: Collection Point. Method: update Location. Signature: update Location name String facility Type String address String operating Hours String.
Q000146,ChatGPT-4o,5,ChatGPT-4o_run5.json,Product,Product,listProduct,"+ listProduct (name : String, category : String, inventory : int, description : String)",5,1,156,Class: Product. Method: list Product. Signature: list Product name String category String inventory int description String.
Q000147,ChatGPT-4o,5,ChatGPT-4o_run5.json,Product,Product,updateProduct,"+ updateProduct (name : String, category : String, inventory : int, description : String)",13,1,157,Class: Product. Method: update Product. Signature: update Product name String category String inventory int description String.
Q000148,ChatGPT-4o,5,ChatGPT-4o_run5.json,ServiceProvider,ServiceProvider,acceptRequest,"+ acceptRequest (request : ServiceRequest, scheduledDate : DateTime)",8,1,158,Class: Service Provider. Method: accept Request. Signature: accept Request request Service Request scheduled Date Date Time.
Q000149,ChatGPT-4o,5,ChatGPT-4o_run5.json,ServiceProvider,ServiceProvider,completeRequest,+ completeRequest (request : ServiceRequest),8,1,159,Class: Service Provider. Method: complete Request. Signature: complete Request request Service Request.
Q000150,ChatGPT-4o,5,ChatGPT-4o_run5.json,ServiceProvider,ServiceProvider,updateProfile,"+ updateProfile (companyName : String, serviceAreas : List<String>, vehicleTypes : List<String>, availabilitySchedule : Schedule)",19,1,160,Class: Service Provider. Method: update Profile. Signature: update Profile company Name String service Areas List String vehicle Types List String availability Schedule Schedule.
Q000151,ChatGPT-4o,5,ChatGPT-4o_run5.json,ServiceRequest,ServiceRequest,cancelRequest,+ cancelRequest (),12,1,161,Class: Service Request. Method: cancel Request. Signature: cancel Request.
Q000152,ChatGPT-4o,5,ChatGPT-4o_run5.json,ServiceRequest,ServiceRequest,createRequest,"+ createRequest (serviceType : ServiceType, details : String)",6,1,162,Class: Service Request. Method: create Request. Signature: create Request service Type Service Type details String.
Q000153,ChatGPT-4o,5,ChatGPT-4o_run5.json,ServiceRequest,ServiceRequest,viewStatus,+ viewStatus () : RequestStatus,11,1,163,Class: Service Request. Method: view Status. Signature: view Status Request Status.
Q000154,ChatGPT-4o,6,ChatGPT-4o_run6.json,CollectionPoint,CollectionPoint,updateDetails,"+ updateDetails (name : String, type : PointType, hours : OpeningHours[]) : ValidationResult",20,1,173,Class: Collection Point. Method: update Details. Signature: update Details name String type Point Type hours Opening Hours Validation Result.
Q000155,ChatGPT-4o,6,ChatGPT-4o_run6.json,CollectionRequest,CollectionRequest,createCollectionRequest,"+ createCollectionRequest (location : Address, vehicleType : VehicleType, categories : ProductCategory[], quantity : Integer, requester : UserProfile) : ValidationResult",6,1,174,Class: Collection Request. Method: create Collection Request. Signature: create Collection Request location Address vehicle Type Vehicle Type categories Product Category quantity Integer requester User Profile Validation Result.
Q000156,ChatGPT-4o,6,ChatGPT-4o_run6.json,NotificationService,NotificationService,sendAccountDeactivationNotice,+ sendAccountDeactivationNotice (user : UserProfile),15,1,176,Class: Notification Service. Method: send Account Deactivation Notice. Signature: send Account Deactivation Notice user User Profile.
Q000157,ChatGPT-4o,6,ChatGPT-4o_run6.json,NotificationService,NotificationService,sendPasswordResetEmail,+ sendPasswordResetEmail (user : UserProfile),3,1,177,Class: Notification Service. Method: send Password Reset Email. Signature: send Password Reset Email user User Profile.
Q000158,ChatGPT-4o,6,ChatGPT-4o_run6.json,NotificationService,NotificationService,sendRegistrationConfirmation,+ sendRegistrationConfirmation (user : UserProfile),1,1,178,Class: Notification Service. Method: send Registration Confirmation. Signature: send Registration Confirmation user User Profile.
Q000159,ChatGPT-4o,6,ChatGPT-4o_run6.json,Product,Product,createListing,"+ createListing (name : String, category : ProductCategory, description : String, inventory : Integer) : ValidationResult",5,1,179,Class: Product. Method: create Listing. Signature: create Listing name String category Product Category description String inventory Integer Validation Result.
Q000160,ChatGPT-4o,6,ChatGPT-4o_run6.json,Product,Product,updateListing,"+ updateListing (name : String, description : String, inventory : Integer) : ValidationResult",13,1,180,Class: Product. Method: update Listing. Signature: update Listing name String description String inventory Integer Validation Result.
Q000161,ChatGPT-4o,6,ChatGPT-4o_run6.json,RoleManager,RoleManager,assignRole,"+ assignRole (profile : UserProfile, role : UserRole) : ValidationResult",21,1,181,Class: Role Manager. Method: assign Role. Signature: assign Role profile User Profile role User Role Validation Result.
Q000162,ChatGPT-4o,6,ChatGPT-4o_run6.json,SearchFilter,SearchFilter,applyFilters,+ applyFilters () : Product[],14,1,182,Class: Search Filter. Method: apply Filters. Signature: apply Filters Product.
Q000163,ChatGPT-4o,6,ChatGPT-4o_run6.json,ServiceRequest,ServiceRequest,cancelRequest,+ cancelRequest (by : UserProfile),12,1,184,Class: Service Request. Method: cancel Request. Signature: cancel Request by User Profile.
Q000164,ChatGPT-4o,6,ChatGPT-4o_run6.json,TransportRequest,TransportRequest,createTransportRequest,"+ createTransportRequest (route : RoutePlan, categories : ProductCategory[], quantity : Integer, requester : UserProfile) : ValidationResult",6,1,186,Class: Transport Request. Method: create Transport Request. Signature: create Transport Request route Route Plan categories Product Category quantity Integer requester User Profile Validation Result.
Q000165,ChatGPT-4o,6,ChatGPT-4o_run6.json,TransportRequest,TransportRequest,scheduleTransport,"+ scheduleTransport (dateTime : TimeRange, plan : RoutePlan)",9,1,187,Class: Transport Request. Method: schedule Transport. Signature: schedule Transport date Time Time Range plan Route Plan.
Q000166,ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,UserAccount,activateAccount,+ activateAccount (),1,1,188,Class: User Account. Method: activate Account. Signature: activate Account.
Q000167,ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,UserAccount,deactivateAccount,+ deactivateAccount (reason : String),15,1,189,Class: User Account. Method: deactivate Account. Signature: deactivate Account reason String.
Q000168,ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,UserAccount,lockAccount,+ lockAccount (),2,1,190,Class: User Account. Method: lock Account. Signature: lock Account.
Q000169,ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,UserAccount,recordLogin,+ recordLogin (),2,1,191,Class: User Account. Method: record Login. Signature: record Login.
Q000170,ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,UserAccount,registerAccount,"+ registerAccount (email : String, password : String) : ValidationResult",1,1,192,Class: User Account. Method: register Account. Signature: register Account email String password String Validation Result.
Q000171,ChatGPT-4o,6,ChatGPT-4o_run6.json,UserCredentials,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken (),3,1,193,Class: User Credentials. Method: generate Password Reset Token. Signature: generate Password Reset Token.
Q000172,ChatGPT-4o,6,ChatGPT-4o_run6.json,UserCredentials,UserCredentials,resetPassword,"+ resetPassword (token : String, newPassword : String) : ValidationResult",3,1,194,Class: User Credentials. Method: reset Password. Signature: reset Password token String new Password String Validation Result.
Q000173,ChatGPT-4o,6,ChatGPT-4o_run6.json,UserCredentials,UserCredentials,validatePassword,+ validatePassword (password : String) : Boolean,2,1,195,Class: User Credentials. Method: validate Password. Signature: validate Password password String Boolean.
Q000174,ChatGPT-4o,6,ChatGPT-4o_run6.json,UserProfile,UserProfile,updateProfileInfo,"+ updateProfileInfo (name : String, phone : String, address : Address) : ValidationResult",4,1,196,Class: User Profile. Method: update Profile Info. Signature: update Profile Info name String phone String address Address Validation Result.
Q000175,ChatGPT-4o,6,ChatGPT-4o_run6.json,UserProfile,UserProfile,verifyEmail,+ verifyEmail (),1,1,197,Class: User Profile. Method: verify Email. Signature: verify Email.
Q000176,ChatGPT-4o,6,ChatGPT-4o_run6.json,WasteJourney,WasteJourney,getCurrentStatus,+ getCurrentStatus () : TrackingStatus,10,1,198,Class: Waste Journey. Method: get Current Status. Signature: get Current Status Tracking Status.
Q000177,ChatGPT-4o,6,ChatGPT-4o_run6.json,WasteJourney,WasteJourney,trackProgress,+ trackProgress () : Stage[],10,1,199,Class: Waste Journey. Method: track Progress. Signature: track Progress Stage.
Q000178,ChatGPT-4o,7,ChatGPT-4o_run7.json,CollectionPoint,CollectionPoint,updateDetails,"+ updateDetails (name : String, type : PointType, position : Coordinates, hours : OpeningHours[]) : ValidationResult",20,1,200,Class: Collection Point. Method: update Details. Signature: update Details name String type Point Type position Coordinates hours Opening Hours Validation Result.
